id,genres,imdbRating,weighting
5bc6898b15307d543319cb2b,Action*Horror*Sci-Fi,2.9,13.9
5bc6898c15307d543319cb2c,Drama*Sci-Fi,7.3,25.3
5bc6898c15307d543319cb2d,Action*Crime*Horror,7,21.0
5bc6898c15307d543319cb2e,Short,None,7
5bc6898c15307d543319cb2f,Drama*Romance,5,26.0
5bc6898c15307d543319cb30,Action*Adventure*Drama,8.5,33.5
5bc6898d15307d543319cb31,Adventure*Drama*Romance,5.6,30.6
5bc6898d15307d543319cb32,Drama*Romance,6,27.0
5bc6898d15307d543319cb33,Comedy*Music,7.1,20.1
5bc6898d15307d543319cb34,Documentary,7.6,11.6
5bc6898d15307d543319cb35,Comedy*Documentary*Drama,7.8,38.8
5bc6898d15307d543319cb36,Drama*Musical,6.4,23.4
5bc6898e15307d543319cb38,Action*Adventure*Family,7.1,18.1
5bc6898e15307d543319cb39,Documentary,7.6,11.6
5bc6898e15307d543319cb3a,Biography*Drama*Music,6.9,26.9
5bc6898e15307d543319cb3b,Action*Adventure*Crime,6.2,20.2
5bc6898f15307d543319cb3c,Drama,6.6,22.6
5bc6898f15307d543319cb3d,Adventure*Fantasy,6.3,12.3
5bc6898f15307d543319cb3e,Comedy*Drama*Romance,5.8,37.8
5bc6898f15307d543319cb3f,Crime*Documentary,7.7,16.7
5bc6898f15307d543319cb40,Comedy*Drama,6.5,33.5
5bc6899015307d543319cb41,Action*Adventure*Sci-Fi,2.4,13.4
5bc6899015307d543319cb42,Drama*Music*Romance,6.7,29.7
5bc6899015307d543319cb43,Drama*Romance*Thriller,6.7,32.7
5bc6899115307d543319cb44,Comedy,5.1,16.1
5bc6899115307d543319cb45,Comedy*Crime,5.7,21.7
5bc6899115307d543319cb46,Comedy*Romance,4.4,20.4
5bc6899215307d543319cb48,Comedy*Fantasy*Musical,7.2,21.2
5bc6899215307d543319cb49,Comedy*Musical,6.1,18.1
5bc6899215307d543319cb4a,Drama,5.7,21.7
5bc6899215307d543319cb4b,Family*Comedy*Western,6,20.0
5bc6899215307d543319cb4c,Comedy*Musical,6.2,18.2
5bc6899315307d543319cb4d,Comedy,5.8,16.8
5bc6899315307d543319cb4e,Drama*Thriller,7,28.0
5bc6899315307d543319cb4f,Crime*Drama*Musical,7,29.0
5bc6899315307d543319cb50,Documentary*Music,7.6,13.6
5bc6899315307d543319cb51,Comedy*Musical*Romance,7.6,24.6
5bc6899315307d543319cb52,Comedy*Family*Western,6.6,20.6
5bc6899415307d543319cb53,Adventure*Comedy*Family,7,24.0
5bc6899415307d543319cb54,Documentary*War,7.4,12.4
5bc6899415307d543319cb55,Crime*Horror*Mystery,7.7,18.7
5bc6899415307d543319cb56,Drama*Music*Musical,6,25.0
5bc6899415307d543319cb57,Drama*Music,7.8,25.8
5bc6899415307d543319cb58,Animation*Short*Family,6.2,12.2
5bc6899515307d543319cb59,Adventure*Family*Fantasy,7.1,15.1
5bc6899515307d543319cb5a,Comedy*Crime*Drama,7,39.0
5bc6899515307d543319cb5b,Comedy*Romance*Thriller,5.8,26.8
5bc6899515307d543319cb5c,Animation*Adventure*Family,6.5,14.5
5bc6899615307d543319cb5d,Documentary,5.8,9.8
5bc6899615307d543319cb5f,Adventure*Comedy,6.5,21.5
5bc6899615307d543319cb60,Documentary,8.9,12.9
5bc6899615307d543319cb61,Comedy*Crime,6.7,22.7
5bc6899615307d543319cb62,Comedy,6.3,17.3
5bc6899715307d543319cb63,Comedy*Drama*Romance,6.1,38.1
5bc6899715307d543319cb64,Drama*Horror,7.4,27.4
5bc6899715307d543319cb65,Comedy,6.6,17.6
5bc6899715307d543319cb66,Documentary*Crime,8.2,17.2
5bc6899715307d543319cb67,Action*Adventure*Thriller,6.1,20.1
5bc6899815307d543319cb68,Action*Adventure*Comedy,6.6,26.6
5bc6899815307d543319cb69,Documentary*Music*Drama,7.1,29.1
5bc6899815307d543319cb6a,Comedy*Crime*Musical,7.1,24.1
5bc6899815307d543319cb6b,Drama,7.1,23.1
5bc6899815307d543319cb6c,Horror*Mystery,7.2,13.2
5bc6899915307d543319cb6d,Action*Drama*Romance*War,6.8,33.8
5bc6899915307d543319cb6e,Adventure*Comedy*Drama*Family,8.2,41.2
5bc6899915307d543319cb6f,Horror*Mystery,6.4,12.4
5bc6899915307d543319cb70,Comedy*Drama*Romance,7.1,39.1
5bc6899915307d543319cb71,Comedy*Romance,6.2,22.2
5bc6899a15307d543319cb72,Comedy*Crime*Drama,8,40.0
5bc6899a15307d543319cb73,Action*Adventure*Thriller,6.8,20.8
5bc6899a15307d543319cb74,Drama*Romance*Thriller,7.9,33.9
5bc6899a15307d543319cb75,Action*Adventure*Thriller,7.1,21.1
5bc6899b15307d543319cb76,Drama*Romance,6.5,27.5
5bc6899b15307d543319cb77,Drama*Romance,7.8,28.8
5bc6899b15307d543319cb78,Action*Adventure*Sci-Fi*Thriller,6.3,22.3
5bc6899b15307d543319cb79,Documentary*Music,7.6,13.6
5bc6899b15307d543319cb7a,Action*Adventure*Thriller,6.8,20.8
5bc6899c15307d543319cb7b,Comedy*Drama,7.2,34.2
5bc6899c15307d543319cb7c,Drama*Romance,7.1,28.1
5bc6899c15307d543319cb7d,Action*Romance*Western,6.4,17.4
5bc6899c15307d543319cb7e,Action*Thriller,4.9,14.9
5bc6899c15307d543319cb7f,Drama*Romance*War,6.6,28.6
5bc6899d15307d543319cb80,Drama*Romance*Western,6.9,28.9
5bc6899d15307d543319cb81,Comedy*Drama*Music,8,37.0
5bc6899d15307d543319cb82,Action*Comedy*Crime,5.1,26.1
5bc6899d15307d543319cb83,Drama*War,5.6,22.6
5bc6899d15307d543319cb84,Adventure*Drama*Family,5.8,27.8
5bc6899e15307d543319cb85,Adventure*Horror,6.5,14.5
5bc6899e15307d543319cb86,Crime*Drama*Mystery,6.2,29.2
5bc6899e15307d543319cb87,Horror*Thriller,6.7,15.7
5bc6899e15307d543319cb88,Horror,6.2,10.2
5bc6899f15307d543319cb89,Horror,6.3,10.3
5bc6899f15307d543319cb8a,Documentary*Sport,7.8,12.8
5bc6899f15307d543319cb8b,Action*Adventure*Drama,7.6,32.6
5bc6899f15307d543319cb8c,Comedy*Drama,7.2,34.2
5bc6899f15307d543319cb8d,Drama,6.1,22.1
5bc689a015307d543319cb8e,Crime*Film-Noir*Mystery,7,15.0
5bc689a015307d543319cb8f,Drama*Fantasy*Mystery,7.1,27.1
5bc689a015307d543319cb90,Horror*Mystery*Sci-Fi,7.1,15.1
5bc689a015307d543319cb91,Sci-Fi*Horror,7,13.0
5bc689a015307d543319cb92,Action*Horror*Mystery,5,16.0
5bc689a115307d543319cb93,Fantasy*Horror*Sci-Fi,5.7,13.7
5bc689a115307d543319cb94,Fantasy*Horror*Sci-Fi,5.5,13.5
5bc689a115307d543319cb95,Fantasy*Horror*Sci-Fi,6.1,14.1
5bc689a115307d543319cb96,Fantasy*Horror*Sci-Fi,5.3,13.3
5bc689a115307d543319cb97,Documentary,6.2,10.2
5bc689a115307d543319cb98,Fantasy*Horror*Sci-Fi,5.2,13.2
5bc689a215307d543319cb99,Fantasy*Horror*Romance,4,15.0
5bc689a215307d543319cb9a,Short,4.3,6.3
5bc689a215307d543319cb9b,Adventure*Fantasy*Horror,4.2,14.2
5bc689a215307d543319cb9c,Action*Comedy*Crime,4.4,25.4
5bc689a215307d543319cb9d,Drama*Romance,7.6,28.6
5bc689a315307d543319cb9e,Adventure*Comedy*Fantasy,6.1,23.1
5bc689a315307d543319cb9f,Biography*Drama*War,7.4,26.4
5bc689a315307d543319cba0,Comedy*Western,7.8,19.8
5bc689a315307d543319cba1,Adventure*Family*Romance,6.2,17.2
5bc689a415307d543319cba2,Adventure*Family,6.3,12.3
5bc689a415307d543319cba3,Comedy,7.4,18.4
5bc689a415307d543319cba4,Adventure*Comedy*Drama,5.9,36.9
5bc689a415307d543319cba5,Comedy*Musical*Romance,7.6,24.6
5bc689a415307d543319cba6,Horror,7.4,11.4
5bc689a515307d543319cba7,Documentary,8.6,12.6
5bc689a515307d543319cba8,Crime*Drama*Film-Noir,7.5,29.5
5bc689a515307d543319cba9,Drama*Romance,6.7,27.7
5bc689a515307d543319cbaa,Documentary*History*Music,7.7,15.7
5bc689a515307d543319cbab,Documentary*Music,7.3,13.3
5bc689a615307d543319cbac,Western,8.3,9.3
5bc689a615307d543319cbad,Action*Crime*Mystery,7.2,19.2
5bc689a615307d543319cbaf,Crime*Drama*Thriller,7.7,33.7
5bc689a615307d543319cbb0,Drama*Music*Romance,6.8,29.8
5bc689a715307d543319cbb1,Comedy*Crime*Drama,6.8,38.8
5bc689a715307d543319cbb2,Drama*Horror*Sci-Fi,6.6,28.6
5bc689a715307d543319cbb3,Drama*Mystery*Thriller,5.5,28.5
5bc689a715307d543319cbb4,Animation*Adventure*Fantasy,7.1,15.1
5bc689a715307d543319cbb5,Comedy,6.2,17.2
5bc689a815307d543319cbb6,Comedy,4.9,15.9
5bc689a815307d543319cbb7,Comedy,4.7,15.7
5bc689a815307d543319cbb8,Comedy*Romance,5.2,21.2
5bc689a815307d543319cbb9,Animation*Adventure*Comedy,5.9,22.9
5bc689a815307d543319cbba,Comedy*Horror*Sci-Fi,5.7,22.7
5bc689a815307d543319cbbb,Action*Comedy*Horror,6.2,26.2
5bc689a915307d543319cbbc,Action*Comedy*Horror,5.1,25.1
5bc689a915307d543319cbbd,Action*Comedy*Fantasy,4.4,22.4
5bc689a915307d543319cbbf,Biography,5.3,7.3
5bc689a915307d543319cbbe,Comedy*Horror*Sci-Fi,6.8,23.8
5bc689a915307d543319cbc0,Action*Horror*Sci-Fi,6.3,17.3
5bc689aa15307d543319cbc1,Action*Sci-Fi*Thriller,6.7,18.7
5bc689aa15307d543319cbc2,Romance*Sci-Fi,7,14.0
5bc689aa15307d543319cbc3,Comedy*Sci-Fi,6.8,19.8
5bc689aa15307d543319cbc4,Documentary*Short*Comedy,7.7,24.7
5bc689aa15307d543319cbc5,Action*Sci-Fi,6.3,13.3
5bc689ab15307d543319cbc6,Action*Adventure*Sci-Fi*Thriller,7,23.0
5bc689ab15307d543319cbc7,Action*Adventure*Sci-Fi,7.6,18.6
5bc689ab15307d543319cbc8,Action*Adventure*Sci-Fi,6.3,17.3
5bc689ab15307d543319cbc9,Biography*Drama,6.1,24.1
5bc689ab15307d543319cbca,Action*Comedy,5.9,21.9
5bc689ac15307d543319cbcb,Horror*Mystery*Thriller,7.3,18.3
5bc689ac15307d543319cbcc,Drama,7.3,23.3
5bc689ac15307d543319cbcd,Action*Horror*Sci-Fi,6,17.0
5bc689ac15307d543319cbce,Horror,5.2,9.2
5bc689ac15307d543319cbcf,Action*Comedy*Crime,5.3,26.3
5bc689ad15307d543319cbd0,Drama*Musical,6.4,23.4
5bc689ad15307d543319cbd1,Comedy*Short*Family,7.9,22.9
5bc689ad15307d543319cbd2,Comedy*Romance,6.5,22.5
5bc689ad15307d543319cbd3,Drama*History,7.3,25.3
5bc689ad15307d543319cbd4,Drama,6.3,22.3
5bc689ae15307d543319cbd5,Comedy*Crime,5,21.0
5bc689ae15307d543319cbd6,Documentary*History,7.3,13.3
5bc689ae15307d543319cbd7,Action*Comedy*Crime,5.4,26.4
5bc689ae15307d543319cbd8,Action*Crime*Thriller,6.5,21.5
5bc689ae15307d543319cbd9,Documentary,6.6,10.6
5bc689af15307d543319cbda,Romance*Comedy*Musical,6.1,23.1
5bc689af15307d543319cbdb,Documentary*Music,6.8,12.8
5bc689af15307d543319cbdc,Adventure*Sci-Fi*Thriller,7.3,18.3
5bc689af15307d543319cbdd,Comedy*Crime*Mystery,5,23.0
5bc689af15307d543319cbde,Comedy,4.3,15.3
5bc689b015307d543319cbe0,Drama*Romance*War,7.3,29.3
5bc689b015307d543319cbe1,Biography*Drama*Sport,6.4,25.4
5bc689b015307d543319cbe2,Animation*Drama*Music,7.2,27.2
5bc689b015307d543319cbe3,Action*Crime*Drama,6.3,32.3
5bc689b115307d543319cbe4,Action*Crime*Drama,7,33.0
5bc689b115307d543319cbe5,Crime*Drama,7.2,28.2
5bc689b115307d543319cbe6,Action*Crime*Thriller,5.9,20.9
5bc689b115307d543319cbe7,Documentary,7.1,11.1
5bc689b115307d543319cbe8,Drama*Mystery*Thriller,7.9,30.9
5bc689b215307d543319cbe9,Crime*Drama*Mystery*Thriller,6.9,34.9
5bc689b215307d543319cbea,Documentary,None,9
5bc689b215307d543319cbeb,Horror*Sci-Fi,6.4,12.4
5bc689b215307d543319cbec,Comedy*Drama,7.2,34.2
5bc689b215307d543319cbed,Crime*Drama,7.6,28.6
5bc689b315307d543319cbee,Biography*Crime*Drama,7.8,30.8
5bc689b315307d543319cbef,Drama*Romance,7.9,28.9
5bc689b315307d543319cbf0,Drama*Film-Noir,8.2,25.2
5bc689b315307d543319cbf1,Drama*Western,7.7,24.7
5bc689b315307d543319cbf2,Crime*Drama,6.8,27.8
5bc689b315307d543319cbf3,Comedy*Crime*Romance,8.2,29.2
5bc689b415307d543319cbf4,Action*Adventure*Comedy,7.3,27.3
5bc689b415307d543319cbf5,Comedy*Drama*Romance,5.9,37.9
5bc689b415307d543319cbf6,Crime*Drama,7.9,28.9
5bc689b415307d543319cbf7,Drama*History,8,26.0
5bc689b415307d543319cbf8,Comedy*Drama*Romance,5.4,37.4
5bc689b515307d543319cbfa,Animation*Action*Adventure,6.6,17.6
5bc689b515307d543319cbfb,Drama,7.6,23.6
5bc689b515307d543319cbfc,Drama,7,23.0
5bc689b615307d543319cbfd,Comedy*Romance*Sport,6.2,23.2
5bc689b615307d543319cbfe,Drama*Romance*War,6.8,28.8
5bc689b615307d543319cbff,Drama,3.7,19.7
5bc689b615307d543319cc00,Animation*Adventure*Comedy,7,24.0
5bc689b715307d543319cc01,Comedy,6.6,17.6
5bc689b715307d543319cc02,Action*Drama*History,7.2,30.2
5bc689b715307d543319cc03,Animation*Adventure*Comedy*Family*Fantasy,4.2,25.2
5bc689b715307d543319cc04,Action*Adventure*Drama,6.4,31.4
5bc689b815307d543319cc05,Drama*Romance,6,27.0
5bc689b815307d543319cc06,Drama*Romance*Thriller,6.1,32.1
5bc689b815307d543319cc07,Biography*Drama*Horror,5.7,27.7
5bc689b815307d543319cc08,Documentary,6.7,10.7
5bc689b815307d543319cc09,Crime*Drama,7.1,28.1
5bc689b915307d543319cc0a,Comedy,6.5,17.5
5bc689b915307d543319cc0b,Crime*Drama,8,29.0
5bc689b915307d543319cc0c,Fantasy*Horror,5.3,11.3
5bc689b915307d543319cc0d,Action*Thriller,6.7,16.7
5bc689ba15307d543319cc0e,Action*Thriller,5.8,15.8
5bc689ba15307d543319cc0f,Horror*Sci-Fi*Thriller,4.4,15.4
5bc689ba15307d543319cc10,Crime*Drama*Romance,6.4,32.4
5bc689ba15307d543319cc11,Action*Adventure*Drama,5.4,30.4
5bc689ba15307d543319cc12,Documentary,7.9,11.9
5bc689ba15307d543319cc13,Action*Drama*Thriller,5.2,31.2
5bc689bb15307d543319cc14,Action*War,4.7,10.7
5bc689bb15307d543319cc15,Comedy*Crime*Drama,7.1,39.1
5bc689bb15307d543319cc16,Action*Adventure*Horror*Sci-Fi*Thriller,6.3,26.3
5bc689bb15307d543319cc17,Drama,5.1,21.1
5bc689bb15307d543319cc18,Action*Adventure*Fantasy,6.8,17.8
5bc689bc15307d543319cc19,Comedy*Music*Romance,6.4,24.4
5bc689bc15307d543319cc1a,Comedy*Drama*Music,5.2,34.2
5bc689bc15307d543319cc1b,Animation*Family*Music,6.4,12.4
5bc689bc15307d543319cc1c,Animation*Action*Sci-Fi,5.9,14.9
5bc689bc15307d543319cc1d,Animation*Family*Music,6.5,12.5
5bc689bd15307d543319cc1e,Horror,5.1,9.1
5bc689bd15307d543319cc1f,Comedy*Music*Romance,6,24.0
5bc689bd15307d543319cc20,Sci-Fi,2.8,4.8
5bc689bd15307d543319cc21,Sci-Fi,4.9,6.9
5bc689bd15307d543319cc22,Short*Fantasy,7.2,11.2
5bc689be15307d543319cc23,Action*Adventure*Crime,6,20.0
5bc689be15307d543319cc24,Action*Crime*Drama,6.1,32.1
5bc689be15307d543319cc25,Crime*Drama,7.2,28.2
5bc689be15307d543319cc27,Comedy,6.2,17.2
5bc689bf15307d543319cc28,Documentary,None,9
5bc689bf15307d543319cc29,Comedy*Drama*Romance,6.6,38.6
5bc689bf15307d543319cc2a,Comedy*Drama,7.5,34.5
5bc689bf15307d543319cc2b,Drama*Mystery*Thriller,7.6,30.6
5bc689bf15307d543319cc2c,Drama,7.8,23.8
5bc689c015307d543319cc2d,Action*Drama*Thriller,6.5,32.5
5bc689c015307d543319cc2e,Drama*Music,6.5,24.5
5bc689c015307d543319cc2f,Drama*Music*Romance,6.5,29.5
5bc689c015307d543319cc30,Drama*Romance*Western,6.9,28.9
5bc689c015307d543319cc31,Action*Adventure*Sci-Fi,7.4,18.4
5bc689c115307d543319cc32,Drama,6.3,22.3
5bc689c115307d543319cc33,Action*Comedy*Drama,8.2,40.2
5bc689c115307d543319cc34,Comedy*Drama*Music,6.8,35.8
5bc689c115307d543319cc35,Crime*Mystery*Romance*Thriller,6.3,23.3
5bc689c115307d543319cc36,Drama*Mystery*Thriller,4.6,27.6
5bc689c215307d543319cc37,Drama*Fantasy*Horror,6.6,28.6
5bc689c215307d543319cc38,Crime*Drama*Mystery,8.1,31.1
5bc689c215307d543319cc39,Action*Crime*Sci-Fi,5.3,17.3
5bc689c215307d543319cc3a,Comedy*Western,6.2,18.2
5bc689c315307d543319cc3b,Comedy,4.3,15.3
5bc689c315307d543319cc3c,Documentary,7.6,11.6
5bc689c415307d543319cc3d,Action*Drama,6.4,27.4
5bc689c415307d543319cc3e,Action*Adventure*Romance,6.8,20.8
5bc689c415307d543319cc3f,Documentary,8.5,12.5
5bc689c415307d543319cc40,Action*Adventure*Family,6.4,17.4
5bc689c415307d543319cc41,Drama*War,7.9,24.9
5bc689c515307d543319cc42,Comedy,7,18.0
5bc689c515307d543319cc43,Action*Crime*Drama,6,32.0
5bc689c515307d543319cc44,Horror*Sci-Fi*Thriller,6.3,17.3
5bc689c515307d543319cc45,Drama*History*War,7.9,26.9
5bc689c515307d543319cc46,Comedy,6.8,17.8
5bc689c615307d543319cc47,Drama,6,22.0
5bc689c615307d543319cc48,Drama,7.5,23.5
5bc689c615307d543319cc49,Comedy*War,7.8,19.8
5bc689c615307d543319cc4a,Drama*History*War,7.8,26.8
5bc689c615307d543319cc4b,Comedy*Drama,7.1,34.1
5bc689c715307d543319cc4c,Comedy*Musical*Romance,6,23.0
5bc689c715307d543319cc4d,Comedy,7.9,18.9
5bc689c715307d543319cc4e,Adventure*Comedy*Drama,3.8,34.8
5bc689c715307d543319cc4f,Comedy*Romance*Sci-Fi,4.4,22.4
5bc689c715307d543319cc50,Comedy*Family,6.6,19.6
5bc689c815307d543319cc52,Drama*Romance,5.5,26.5
5bc689c815307d543319cc53,Documentary,6.4,10.4
5bc689c815307d543319cc54,Comedy*Drama*Music,5.6,34.6
5bc689c815307d543319cc55,Action*Horror*Sci-Fi*Thriller,5.7,21.7
5bc689c915307d543319cc56,Action*Adventure*Thriller,6.4,20.4
5bc689c915307d543319cc57,Comedy,4.5,15.5
5bc689c915307d543319cc58,Comedy*Romance,6,22.0
5bc689c915307d543319cc59,Comedy*Drama,7.4,34.4
5bc689c915307d543319cc5a,Comedy*Horror*Mystery,6.3,23.3
5bc689ca15307d543319cc5b,Comedy*Crime,6.9,22.9
5bc689ca15307d543319cc5c,Horror,7.2,11.2
5bc689ca15307d543319cc5d,Horror*Sci-Fi,4.2,10.2
5bc689ca15307d543319cc5e,Action*Adventure*Comedy,6.1,26.1
5bc689ca15307d543319cc5f,Action*Adventure*Comedy*Drama*Fantasy*Horror*Romance,6.8,53.8
5bc689cb15307d543319cc60,Drama*Thriller,5.8,26.8
5bc689cb15307d543319cc61,Adventure*Comedy*War,7.7,23.7
5bc689cb15307d543319cc62,Action*Fantasy*Horror,6.5,17.5
5bc689cb15307d543319cc63,Action*Fantasy*Horror,6.1,17.1
5bc689cb15307d543319cc64,Documentary,7.4,11.4
5bc689cc15307d543319cc65,Fantasy*Horror*Sci-Fi,5.7,13.7
5bc689cc15307d543319cc66,Fantasy*Horror,6.2,12.2
5bc689cc15307d543319cc67,Documentary,7,11.0
5bc689cc15307d543319cc68,Action*Comedy,5.7,21.7
5bc689cc15307d543319cc69,Horror,6.3,10.3
5bc689cc15307d543319cc6a,Crime*Mystery*Drama,6.3,29.3
5bc689cd15307d543319cc6b,Comedy*Drama*Romance,7.2,39.2
5bc689cd15307d543319cc6c,Drama*Romance,6.3,27.3
5bc689cd15307d543319cc6d,Action*Crime*Drama,6.7,32.7
5bc689cd15307d543319cc6e,Drama*Horror*Thriller,5.2,30.2
5bc689cd15307d543319cc6f,Crime*Horror*Action,5.9,19.9
5bc689cd15307d543319cc70,Drama*Mystery*Thriller,5.9,28.9
5bc689ce15307d543319cc71,Drama*Mystery*Thriller,7.5,30.5
5bc689ce15307d543319cc72,Crime*Drama*Mystery,7.1,30.1
5bc689ce15307d543319cc73,Documentary*Comedy,7.5,22.5
5bc689ce15307d543319cc74,Comedy*Drama*Romance,6.7,38.7
5bc689ce15307d543319cc75,Action*Drama*Romance,6.6,32.6
5bc689cf15307d543319cc76,Drama,6.5,22.5
5bc689cf15307d543319cc77,Short*Drama*Fantasy,None,25
5bc689cf15307d543319cc78,Drama*Romance,7.2,28.2
5bc689cf15307d543319cc79,Drama,6.5,22.5
5bc689d015307d543319cc7a,Crime*Drama*Horror,5.1,30.1
5bc689d015307d543319cc7b,Short,7.1,9.1
5bc689d015307d543319cc7c,Comedy*Crime*Thriller,6.2,27.2
5bc689d015307d543319cc7d,Documentary*Biography,7.2,13.2
5bc689d015307d543319cc7e,Comedy*Crime*Drama,5.8,37.8
5bc689d115307d543319cc7f,Comedy*Sport,6.5,18.5
5bc689d115307d543319cc80,Comedy*Romance,5.9,21.9
5bc689d115307d543319cc81,Horror*Sci-Fi*Thriller,6.3,17.3
5bc689d115307d543319cc82,Action*Adventure*Drama,6.1,31.1
5bc689d215307d543319cc83,Comedy*Documentary,6.7,21.7
5bc689d215307d543319cc84,Documentary*Short*Horror,7.2,17.2
5bc689d215307d543319cc85,Comedy*Drama,5.7,32.7
5bc689d215307d543319cc86,Comedy*Drama,5.5,32.5
5bc689d215307d543319cc87,Comedy*Crime,7.6,23.6
5bc689d315307d543319cc89,Drama*Western,7.7,24.7
5bc689d315307d543319cc8a,Drama*Mystery*Thriller,7.6,30.6
5bc689d315307d543319cc8b,Comedy*Romance*Western,6.9,23.9
5bc689d415307d543319cc8c,Horror,7,11.0
5bc689d415307d543319cc8d,Documentary*History,8,14.0
5bc689d415307d543319cc8e,Comedy*Crime*Drama,6.6,38.6
5bc689d415307d543319cc8f,Action*Adventure*Drama,6.5,31.5
5bc689d415307d543319cc90,Documentary,6.6,10.6
5bc689d415307d543319cc91,Horror*Sci-Fi,6.2,12.2
5bc689d515307d543319cc92,Action*Adventure*Crime,5.7,19.7
5bc689d515307d543319cc93,Documentary*Biography*Music,7.8,15.8
5bc689d515307d543319cc94,Documentary,8.1,12.1
5bc689d515307d543319cc95,Comedy,7.3,18.3
5bc689d515307d543319cc96,Comedy*Romance*Sport,6,23.0
5bc689d615307d543319cc97,Comedy*Drama,6.6,33.6
5bc689d615307d543319cc98,Crime*Comedy,5.6,21.6
5bc689d615307d543319cc9a,Biography*Drama*Romance,6.4,29.4
5bc689d615307d543319cc9b,Comedy*Drama*Family,7.6,36.6
5bc689d715307d543319cc9c,Drama,6.4,22.4
5bc689d715307d543319cc9d,Comedy*Drama*Romance,6.4,38.4
5bc689d715307d543319cc9e,Action*Adventure*Fantasy,4.6,15.6
5bc689d715307d543319cc9f,Drama,7.1,23.1
5bc689d815307d543319cca0,Crime*Drama*Action*Music,4.4,32.4
5bc689d815307d543319cca1,Short*Drama,None,23
5bc689d815307d543319cca2,Comedy*Crime*Drama,6.2,38.2
5bc689d815307d543319cca3,Drama,7.7,23.7
5bc689d815307d543319cca4,Adventure*Fantasy,6.3,12.3
5bc689d915307d543319cca5,Crime*Horror*Mystery,5.3,16.3
5bc689d915307d543319cca6,Action*Crime*Drama,6.7,32.7
5bc689d915307d543319cca7,Adventure*Comedy*Drama,7.9,38.9
5bc689d915307d543319cca9,Crime*Thriller*Drama,5.7,31.7
5bc689da15307d543319ccaa,Drama*Thriller,5.9,26.9
5bc689da15307d543319ccab,Comedy*Drama*Music,6,35.0
5bc689da15307d543319ccac,Drama*Horror*Thriller,4,29.0
5bc689da15307d543319ccad,Biography*Drama*War,6.8,25.8
5bc689da15307d543319ccae,Drama,7,23.0
5bc689db15307d543319ccaf,Thriller,5.5,10.5
5bc689db15307d543319ccb0,Action*Comedy*Fantasy,6,24.0
5bc689db15307d543319ccb1,Crime*Drama*Thriller,6.5,32.5
5bc689db15307d543319ccb2,Documentary*Biography*Comedy,8,25.0
5bc689db15307d543319ccb3,Action*Adventure*Drama,5.2,30.2
5bc689dc15307d543319ccb4,Horror*Mystery*Romance,4.2,15.2
5bc689dc15307d543319ccb5,Comedy*Fantasy*Romance,5.3,23.3
5bc689dc15307d543319ccb6,Crime*Drama*Musical,8,30.0
5bc689dc15307d543319ccb7,Thriller*War*Drama,6.9,28.9
5bc689dc15307d543319ccb8,Comedy,7.5,18.5
5bc689dd15307d543319ccb9,Drama*Comedy,5.4,32.4
5bc689dd15307d543319ccba,Documentary,7.2,11.2
5bc689dd15307d543319ccbb,Comedy*Drama,7.6,34.6
5bc689dd15307d543319ccbc,Comedy*Drama*Romance,7,39.0
5bc689dd15307d543319ccbd,Drama*Sport,6.8,23.8
5bc689de15307d543319ccbe,Biography*Drama*Sport,7.8,26.8
5bc689de15307d543319ccbf,Horror*Thriller,7,16.0
5bc689de15307d543319ccc0,Horror*Thriller,6.5,15.5
5bc689de15307d543319ccc1,Horror,5.5,9.5
5bc689df15307d543319ccc2,Drama*Fantasy*Romance,7.3,30.3
5bc689df15307d543319ccc3,Comedy*Musical*Romance,5.8,22.8
5bc689df15307d543319ccc4,Animation*Short*Comedy,7.9,22.9
5bc689df15307d543319ccc5,Comedy*Musical*Romance,5.4,22.4
5bc689df15307d543319ccc6,Drama*Fantasy*Horror,5.7,27.7
5bc689e015307d543319ccc7,Comedy*Musical*Romance,4.4,21.4
5bc689e015307d543319ccc8,Comedy*Drama,7.6,34.6
5bc689e015307d543319ccc9,Action*Adventure*Sci-Fi,5.8,16.8
5bc689e015307d543319ccca,Action*Adventure*Sci-Fi,6.1,17.1
5bc689e015307d543319cccb,Adventure*Family*Sci-Fi,6.8,14.8
5bc689e015307d543319cccc,Comedy*Fantasy*Horror,7.6,24.6
5bc689e115307d543319cccd,Comedy,7.3,18.3
5bc689e115307d543319ccce,Horror,7,11.0
5bc689e115307d543319cccf,Drama*Romance,6.9,27.9
5bc689e115307d543319ccd0,Horror*Sci-Fi,3.3,9.3
5bc689e115307d543319ccd1,Horror*Sci-Fi,7.7,13.7
5bc689e215307d543319ccd2,Horror*Sci-Fi,3.9,9.9
5bc689e215307d543319ccd3,Action*Drama*Horror,5.8,30.8
5bc689e215307d543319ccd4,Drama*Horror*Music,6.5,28.5
5bc689e315307d543319ccd5,Action*Crime*Sci-Fi,5.9,17.9
5bc689e315307d543319ccd6,Drama*Thriller,6.8,27.8
5bc689e315307d543319ccd7,Horror,5.7,9.7
5bc689e315307d543319ccd8,Comedy*Horror*Music,4.5,21.5
5bc689e415307d543319ccd9,Comedy*Horror,4.6,19.6
5bc689e415307d543319ccda,Horror,4.4,8.4
5bc689e415307d543319ccdb,Drama*History*Thriller,5.9,28.9
5bc689e415307d543319ccdc,Comedy*Horror*Thriller,4.6,24.6
